,loss,accuracy,val_loss,val_accuracy,alpha,beta
31,0.1596369743347168,0.9654072523117065,0.5864222645759583,0.7622548937797546,0.5166666666666667,0.4833333333333333
32,0.1642765998840332,0.958047091960907,0.5176568627357483,0.7892156839370728,0.5333333333333333,0.4666666666666667
33,0.15102192759513855,0.9666339755058289,0.4843638241291046,0.811274528503418,0.55,0.44999999999999996
34,0.15896496176719666,0.9654072523117065,0.49274617433547974,0.7990196347236633,0.5666666666666667,0.43333333333333335
35,0.15618360042572021,0.96467125415802,0.4537661075592041,0.8161764740943909,0.5833333333333334,0.41666666666666663
36,0.14141827821731567,0.9744848012924194,0.4957945644855499,0.8088235259056091,0.6,0.4
37,0.14104992151260376,0.9744848012924194,0.46077436208724976,0.8186274766921997,0.6166666666666667,0.3833333333333333
38,0.14591149985790253,0.9722767472267151,0.48122555017471313,0.813725471496582,0.6333333333333333,0.3666666666666667
39,0.19400879740715027,0.9489696025848389,0.522341787815094,0.7867646813392639,0.65,0.35
40,0.15170058608055115,0.9671246409416199,0.48213478922843933,0.811274528503418,0.6666666666666666,0.33333333333333337
41,0.15187986195087433,0.9683513045310974,0.48435214161872864,0.8039215803146362,0.6833333333333333,0.31666666666666665
42,0.14468514919281006,0.9725220799446106,0.49290382862091064,0.8014705777168274,0.7,0.30000000000000004
43,0.1522781103849411,0.9673699736595154,0.45296669006347656,0.8333333134651184,0.7166666666666667,0.2833333333333333
44,0.1594598889350891,0.9676153063774109,0.45815542340278625,0.8259803652763367,0.7333333333333333,0.2666666666666667
45,0.13995450735092163,0.9766928553581238,0.46670854091644287,0.8161764740943909,0.75,0.25
46,0.14670422673225403,0.9717860817909241,0.5102784633636475,0.7990196347236633,0.7666666666666667,0.23333333333333328
47,0.1667780578136444,0.9607458114624023,0.46750858426094055,0.8210784196853638,0.7833333333333333,0.21666666666666667
48,0.16734975576400757,0.9609911441802979,0.4692102074623108,0.8161764740943909,0.8,0.19999999999999996
49,0.14705832302570343,0.9712954163551331,0.5591632723808289,0.7769607901573181,0.8166666666666667,0.18333333333333335
50,0.15583103895187378,0.9619725346565247,0.45383280515670776,0.8259803652763367,0.8333333333333334,0.16666666666666663
51,0.14934541285037994,0.9717860817909241,0.5047798156738281,0.7892156839370728,0.85,0.15000000000000002
52,0.15360961854457855,0.9663886427879333,0.49164626002311707,0.811274528503418,0.8666666666666667,0.1333333333333333
53,0.15450873970985413,0.9658979177474976,0.5641770362854004,0.7475489974021912,0.8833333333333333,0.1166666666666667
54,0.151885524392128,0.9629538655281067,0.5128190517425537,0.7965686321258545,0.9,0.09999999999999998
55,0.18639904260635376,0.9506869316101074,0.5125902891159058,0.7941176295280457,0.9166666666666666,0.08333333333333337
56,0.1910114884376526,0.9467615485191345,0.5094117522239685,0.7916666865348816,0.9333333333333333,0.06666666666666665
57,0.14496687054634094,0.9705593585968018,0.5460716485977173,0.7843137383460999,0.95,0.050000000000000044
58,0.18667960166931152,0.9511775970458984,0.5072330236434937,0.7941176295280457,0.9666666666666667,0.033333333333333326
59,0.1587686389684677,0.964180588722229,0.5293727517127991,0.7941176295280457,0.9833333333333333,0.01666666666666672
60,0.16804830729961395,0.9587831497192383,0.5047942996025085,0.7990196347236633,1.0,0.0
61,0.1435922235250473,0.9722767472267151,0.5743085741996765,0.7720588445663452,1.0,0.0
62,0.16689860820770264,0.957556426525116,0.5290354490280151,0.781862735748291,1.0,0.0
63,0.14739803969860077,0.9685966372489929,0.4866501986980438,0.8161764740943909,1.0,0.0
64,0.144973024725914,0.9727674126625061,0.5113851428031921,0.7990196347236633,1.0,0.0
65,0.14505897462368011,0.9712954163551331,0.5685951709747314,0.7696078419685364,1.0,0.0
66,0.14821304380893707,0.965161919593811,0.49008792638778687,0.7941176295280457,1.0,0.0
67,0.13491509854793549,0.9759567975997925,0.472205251455307,0.8063725233078003,1.0,0.0
68,0.16836237907409668,0.9609911441802979,0.4699472486972809,0.8186274766921997,1.0,0.0
69,0.15300428867340088,0.9695780277252197,0.4462507963180542,0.8406862616539001,1.0,0.0
