,loss,accuracy,val_loss,val_accuracy,alpha,beta
0,0.3026379346847534,0.8999454975128174,0.40122029185295105,0.8529411554336548,0.0,1.0
1,0.25845709443092346,0.9173209071159363,0.4484303295612335,0.8259803652763367,0.016666666666666666,0.9833333333333333
2,0.23088471591472626,0.9295878410339355,0.43210381269454956,0.8186274766921997,0.03333333333333333,0.9666666666666667
3,0.1994563341140747,0.9472522139549255,0.42703014612197876,0.8406862616539001,0.05,0.95
4,0.1957980990409851,0.9497056007385254,0.5072893500328064,0.8014705777168274,0.06666666666666667,0.9333333333333333
5,0.2000235915184021,0.9438174962997437,0.43838930130004883,0.8259803652763367,0.08333333333333333,0.9166666666666666
6,0.172045037150383,0.9602551460266113,0.4467144310474396,0.8308823704719543,0.1,0.9
7,0.17062753438949585,0.9619725346565247,0.45988717675209045,0.8210784196853638,0.11666666666666667,0.8833333333333333
8,0.16277705132961273,0.9644259214401245,0.4423797130584717,0.8357843160629272,0.13333333333333333,0.8666666666666667
9,0.16534239053726196,0.965161919593811,0.42599502205848694,0.8406862616539001,0.15,0.85
10,0.16860902309417725,0.9629538655281067,0.4698125422000885,0.813725471496582,0.16666666666666666,0.8333333333333334
11,0.16370002925395966,0.9639352560043335,0.43843674659729004,0.8382353186607361,0.18333333333333332,0.8166666666666667
12,0.17078904807567596,0.9617272019386292,0.47967395186424255,0.811274528503418,0.2,0.8
13,0.17292334139347076,0.958537757396698,0.49155789613723755,0.8039215803146362,0.21666666666666667,0.7833333333333333
14,0.15792100131511688,0.9661432504653931,0.4732200503349304,0.8235294222831726,0.23333333333333334,0.7666666666666666
15,0.16247671842575073,0.9649165868759155,0.48595866560935974,0.8186274766921997,0.25,0.75
16,0.16174821555614471,0.96467125415802,0.4667336344718933,0.8063725233078003,0.26666666666666666,0.7333333333333334
17,0.15550769865512848,0.9663886427879333,0.4877694547176361,0.8088235259056091,0.2833333333333333,0.7166666666666667
18,0.1519208699464798,0.9695780277252197,0.47293177247047424,0.8210784196853638,0.3,0.7
19,0.1630779653787613,0.964180588722229,0.4413158595561981,0.8186274766921997,0.31666666666666665,0.6833333333333333
20,0.14868319034576416,0.9708046913146973,0.4866183400154114,0.811274528503418,0.3333333333333333,0.6666666666666667
21,0.1500195562839508,0.9698233604431152,0.474736750125885,0.811274528503418,0.35,0.65
22,0.15344054996967316,0.9688420295715332,0.4579651653766632,0.8284313678741455,0.36666666666666664,0.6333333333333333
23,0.16041246056556702,0.9666339755058289,0.44259169697761536,0.8333333134651184,0.38333333333333336,0.6166666666666667
24,0.15324904024600983,0.9693326950073242,0.4721795320510864,0.8186274766921997,0.4,0.6
25,0.1502619981765747,0.9705593585968018,0.47992926836013794,0.813725471496582,0.4166666666666667,0.5833333333333333
26,0.15516996383666992,0.9678606390953064,0.49039962887763977,0.8088235259056091,0.43333333333333335,0.5666666666666667
27,0.1462741196155548,0.9712954163551331,0.49923673272132874,0.7990196347236633,0.45,0.55
28,0.14351090788841248,0.9720314145088196,0.477420836687088,0.8088235259056091,0.4666666666666667,0.5333333333333333
29,0.1385762095451355,0.975711464881897,0.435062974691391,0.8406862616539001,0.48333333333333334,0.5166666666666666
30,0.15914858877658844,0.9690873622894287,0.49771517515182495,0.811274528503418,0.5,0.5
