,loss,accuracy,val_loss,val_accuracy,alpha,beta
0,0.30312007665634155,0.8994002342224121,0.4006161689758301,0.8382353186607361,0.0,1.0
1,0.2730039060115814,0.9099607467651367,0.46218979358673096,0.8161764740943909,0.1,0.9
2,0.23325398564338684,0.9278704524040222,0.4712667763233185,0.8186274766921997,0.2,0.8
3,0.22185148298740387,0.9340039491653442,0.45532670617103577,0.8161764740943909,0.3,0.7
4,0.20110857486724854,0.9435721039772034,0.4296722412109375,0.8308823704719543,0.4,0.6
5,0.19387999176979065,0.9492149353027344,0.430370032787323,0.8357843160629272,0.5,0.5
6,0.18916411697864532,0.9509322643280029,0.4833187758922577,0.811274528503418,0.6,0.4
7,0.18083421885967255,0.9541217088699341,0.4665325880050659,0.8210784196853638,0.7,0.30000000000000004
8,0.17600083351135254,0.957065761089325,0.44642555713653564,0.8235294222831726,0.8,0.19999999999999996
9,0.17757190763950348,0.9565750956535339,0.46659085154533386,0.813725471496582,0.9,0.09999999999999998
10,0.1839904636144638,0.9516683220863342,0.45617878437042236,0.8161764740943909,1.0,0.0
11,0.16904105246067047,0.9607458114624023,0.4786015748977661,0.8088235259056091,1.0,0.0
12,0.16014492511749268,0.9639352560043335,0.44757458567619324,0.8210784196853638,1.0,0.0
13,0.16199557483196259,0.9654072523117065,0.47197237610816956,0.8235294222831726,1.0,0.0
14,0.15306556224822998,0.9698233604431152,0.4797735810279846,0.8186274766921997,1.0,0.0
