,op_name,tensor_idx,num_elements,stddev,mean_error,max_abs_error,mean_squared_error,mean_abs_error,correlation,scale,zero_point,tensor_name,range,rmse/scale
940,FULLY_CONNECTED,4762,2.0,0.008542396,0.00082943315,0.0135238925,0.00014233886,0.009676215,1.0,0.028996626,-33,model_1/configurable_dense/MatMul;model_1/configurable_dense/add,7.394139630000001,0.4114473547813783
94,RESHAPE,1378,8192.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999996,0.046847988,0,model_1/transformer/layer_0/mha/mhasdp_7/MatMul,11.94623694,0.0
439,RESHAPE,2758,8192.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999994,0.047268167,0,model_1/transformer/layer_3/mha/mhasdp_7/MatMul,12.053382585,0.0
636,RESHAPE,3546,8192.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999994,0.0451804,0,model_1/transformer/layer_5/mha/mhasdp_4/MatMul,11.521002000000001,0.0
510,RESHAPE,3042,8192.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999994,0.05214531,0,model_1/transformer/layer_4/mha/mhasdp_3/MatMul,13.29705405,0.0
549,RESHAPE,3198,8192.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999994,0.04517876,0,model_1/transformer/layer_4/mha/mhasdp_6/MatMul_1,11.520583799999999,0.0
499,RESHAPE,2998,8192.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999994,0.07196951,0,model_1/transformer/layer_4/mha/mhasdp_2/MatMul,18.35222505,0.0
879,MUL,4518,16384.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999992,0.11418668,12,model_1/transformer/layer_7/mha/mhasdp_5/truediv;model_1/transformer/layer_0/mha/mhasdp_0/Sqrt,29.1176034,0.0
880,ADD,4522,16384.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999992,0.11418668,12,model_1/transformer/layer_7/mha/mhasdp_5/add,29.1176034,0.0
868,MUL,4474,16384.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999992,0.12697971,4,model_1/transformer/layer_7/mha/mhasdp_4/truediv;model_1/transformer/layer_0/mha/mhasdp_0/Sqrt,32.37982605,0.0
869,ADD,4478,16384.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999992,0.12697971,4,model_1/transformer/layer_7/mha/mhasdp_4/add,32.37982605,0.0
825,ADD,4302,16384.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.13598675,14,model_1/transformer/layer_7/mha/mhasdp_0/add,34.67662125,0.0
824,MUL,4298,16384.0,0.0,0.0,0.0,0.0,0.0,0.999999999999999,0.13598675,14,model_1/transformer/layer_7/mha/mhasdp_0/truediv;model_1/transformer/layer_0/mha/mhasdp_0/Sqrt,34.67662125,0.0
890,MUL,4562,16384.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999988,0.10933761,7,model_1/transformer/layer_7/mha/mhasdp_6/truediv;model_1/transformer/layer_0/mha/mhasdp_0/Sqrt,27.88109055,0.0
877,RESHAPE,4510,8192.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999988,0.056023113,-9,model_1/transformer/layer_7/mha/mhasdp_5/MatMul,14.285893815,0.0
836,ADD,4346,16384.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999988,0.12091882,16,model_1/transformer/layer_7/mha/mhasdp_1/add,30.8342991,0.0
835,MUL,4342,16384.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999988,0.12091882,16,model_1/transformer/layer_7/mha/mhasdp_1/truediv;model_1/transformer/layer_0/mha/mhasdp_0/Sqrt,30.8342991,0.0
833,RESHAPE,4334,8192.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999988,0.05291048,7,model_1/transformer/layer_7/mha/mhasdp_1/MatMul,13.492172400000001,0.0
891,ADD,4566,16384.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999988,0.10933761,7,model_1/transformer/layer_7/mha/mhasdp_6/add,27.88109055,0.0
844,RESHAPE,4378,8192.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999988,0.062445894,-6,model_1/transformer/layer_7/mha/mhasdp_2/MatMul,15.92370297,0.0
224,ADD,1898,128.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999228,0.005956379,-128,model_1/transformer/layer_1/attention_layer_norm/add,1.5188766450000002,0.0
899,RESHAPE,4598,8192.0,0.0,0.0,0.0,0.0,0.0,0.9999828183831836,0.058974493,-11,model_1/transformer/layer_7/mha/mhasdp_7/MatMul,15.038495715000002,0.0
866,RESHAPE,4466,8192.0,0.0,0.0,0.0,0.0,0.0,0.999981391228338,0.05572299,6,model_1/transformer/layer_7/mha/mhasdp_4/MatMul,14.20936245,0.0
67,RESHAPE,1270,8192.0,0.0,0.0,0.0,0.0,0.0,0.9999726753955138,0.03469301,-4,model_1/transformer/layer_0/mha/mhasdp_4/MatMul_1,8.846717550000001,0.0
857,MUL,4430,16384.0,0.0,0.0,0.0,0.0,0.0,0.999956442911768,0.1088005,5,model_1/transformer/layer_7/mha/mhasdp_3/truediv;model_1/transformer/layer_0/mha/mhasdp_0/Sqrt,27.744127499999998,0.0
858,ADD,4434,16384.0,0.0,0.0,0.0,0.0,0.0,0.999956442911768,0.1088005,5,model_1/transformer/layer_7/mha/mhasdp_3/add,27.744127499999998,0.0
718,RESHAPE,3874,8192.0,0.0,0.0,0.0,0.0,0.0,0.999955743290179,0.061346024,3,model_1/transformer/layer_6/mha/mhasdp_1/MatMul,15.64323612,0.0
883,RESHAPE,4534,8192.0,0.0,0.0,0.0,0.0,0.0,0.9999536451255469,0.040423457,16,model_1/transformer/layer_7/mha/mhasdp_5/MatMul_1,10.307981535000001,0.0
888,RESHAPE,4554,8192.0,0.0,0.0,0.0,0.0,0.0,0.9999473605798268,0.047326487,-4,model_1/transformer/layer_7/mha/mhasdp_6/MatMul,12.068254185,0.0
83,RESHAPE,1334,8192.0,0.0,0.0,0.0,0.0,0.0,0.9999446750151968,0.05036935,2,model_1/transformer/layer_0/mha/mhasdp_6/MatMul,12.84418425,0.0
508,FULLY_CONNECTED,3034,8192.0,0.021982975,-0.0018437015,0.50137794,0.00048890064,0.016792735,0.999940704545676,0.05214531,0,model_1/transformer/layer_3/output_layer_norm/mul_1;model_1/transformer/layer_3/output_layer_norm/add_1;model_1/transformer/layer_4/mha/mhasdp_3/key/MatMul;model_1/transformer/layer_4/mha/mhasdp_3/key/add1,13.29705405,0.42402850162563477
497,FULLY_CONNECTED,2990,8192.0,0.033493552,-0.00072470633,0.98893374,0.0011435053,0.022525478,0.9999404260015662,0.07196951,0,model_1/transformer/layer_3/output_layer_norm/mul_1;model_1/transformer/layer_3/output_layer_norm/add_1;model_1/transformer/layer_4/mha/mhasdp_2/key/MatMul;model_1/transformer/layer_4/mha/mhasdp_2/key/add1,18.35222505,0.46986224032581037
92,FULLY_CONNECTED,1370,8192.0,0.01681539,-0.00093924755,0.060814194,0.00028367192,0.013823371,0.9999390905961534,0.046847988,0,model_1/transformer/bert_embedding/layer_normalization/mul_1;model_1/transformer/bert_embedding/layer_normalization/add_1;model_1/transformer/layer_0/mha/mhasdp_7/key/MatMul;model_1/transformer/layer_0/mha/mhasdp_7/key/add1,11.94623694,0.3595151781196135
397,MUL,2590,16384.0,0.0,0.0,0.0,0.0,0.0,0.9999373997052012,0.05963714,-4,model_1/transformer/layer_3/mha/mhasdp_3/truediv;model_1/transformer/layer_0/mha/mhasdp_0/Sqrt,15.2074707,0.0
398,ADD,2594,16384.0,0.0,0.0,0.0,0.0,0.0,0.9999373997052012,0.05963714,-4,model_1/transformer/layer_3/mha/mhasdp_3/add,15.2074707,0.0
437,FULLY_CONNECTED,2750,8192.0,0.019255169,0.0011548116,0.09865349,0.0003724862,0.015593201,0.9999340137756604,0.047268167,0,model_1/transformer/layer_2/output_layer_norm/mul_1;model_1/transformer/layer_2/output_layer_norm/add_1;model_1/transformer/layer_3/mha/mhasdp_7/key/MatMul;model_1/transformer/layer_3/mha/mhasdp_7/key/add1,12.053382585,0.40830653649321896
822,RESHAPE,4290,8192.0,0.0,0.0,0.0,0.0,0.0,0.9999337272398487,0.053938366,16,model_1/transformer/layer_7/mha/mhasdp_0/MatMul,13.75428333,0.0
56,RESHAPE,1226,8192.0,0.0,0.0,0.0,0.0,0.0,0.9999330739056216,0.027618386,-6,model_1/transformer/layer_0/mha/mhasdp_3/MatMul_1,7.04268843,0.0
762,RESHAPE,4050,8192.0,0.0,0.0,0.0,0.0,0.0,0.9999263091064268,0.051422715,-5,model_1/transformer/layer_6/mha/mhasdp_5/MatMul,13.112792325000001,0.0
61,RESHAPE,1246,8192.0,0.0,0.0,0.0,0.0,0.0,0.9999254139205572,0.036133766,3,model_1/transformer/layer_0/mha/mhasdp_4/MatMul,9.214110329999999,0.0
406,RESHAPE,2626,8192.0,0.0,0.0,0.0,0.0,0.0,0.9999202903024343,0.047534794,-1,model_1/transformer/layer_3/mha/mhasdp_4/MatMul,12.121372469999999,0.0
17,RESHAPE,1070,8192.0,0.0,0.0,0.0,0.0,0.0,0.9999150256969032,0.036385026,-3,model_1/transformer/layer_0/mha/mhasdp_0/MatMul,9.27818163,0.0
634,FULLY_CONNECTED,3538,8192.0,0.019178059,-0.0024287382,0.13812427,0.00037424476,0.01554536,0.9999143820460156,0.0451804,0,model_1/transformer/layer_4/output_layer_norm/mul_1;model_1/transformer/layer_4/output_layer_norm/add_1;model_1/transformer/layer_5/mha/mhasdp_4/key/MatMul;model_1/transformer/layer_5/mha/mhasdp_4/key/add1,11.521002000000001,0.42818139480751194
773,RESHAPE,4094,8192.0,0.0,0.0,0.0,0.0,0.0,0.9999028022948948,0.046533376,-1,model_1/transformer/layer_6/mha/mhasdp_6/MatMul,11.866010880000001,0.0
45,RESHAPE,1182,8192.0,0.0,0.0,0.0,0.0,0.0,0.9998990340566926,0.032616198,-2,model_1/transformer/layer_0/mha/mhasdp_2/MatMul_1,8.31713049,0.0
302,RESHAPE,2210,8192.0,0.0,0.0,0.0,0.0,0.0,0.9998957577023796,0.043924864,-3,model_1/transformer/layer_2/mha/mhasdp_5/MatMul,11.200840320000001,0.0
362,RESHAPE,2450,8192.0,0.0,0.0,0.0,0.0,0.0,0.9998927784413426,0.045485005,1,model_1/transformer/layer_3/mha/mhasdp_0/MatMul,11.598676275,0.0
521,RESHAPE,3086,8192.0,0.0,0.0,0.0,0.0,0.0,0.9998914344602082,0.050155543,2,model_1/transformer/layer_4/mha/mhasdp_4/MatMul,12.789663464999999,0.0
855,RESHAPE,4422,8192.0,0.0,0.0,0.0,0.0,0.0,0.999885919111964,0.053653155,13,model_1/transformer/layer_7/mha/mhasdp_3/MatMul,13.681554525000001,0.0
842,FULLY_CONNECTED,4370,8192.0,0.022722587,-0.0015670611,0.074375995,0.00051887275,0.018705567,0.9998810930726996,0.062445894,-6,model_1/transformer/layer_6/output_layer_norm/mul_1;model_1/transformer/layer_6/output_layer_norm/add_1;model_1/transformer/layer_7/mha/mhasdp_2/key/MatMul;model_1/transformer/layer_7/mha/mhasdp_2/key/add1,15.92370297,0.3647762413498676
657,FULLY_CONNECTED,3630,8192.0,0.027788553,0.0010351771,0.087543935,0.000773468,0.023046875,0.999878361020256,0.08092172,13,model_1/transformer/layer_4/output_layer_norm/mul_1;model_1/transformer/layer_4/output_layer_norm/add_1;model_1/transformer/layer_5/mha/mhasdp_6/query/MatMul;model_1/transformer/layer_5/mha/mhasdp_6/query/add1,20.6350386,0.3436814327528427
887,FULLY_CONNECTED,4550,8192.0,0.023084754,0.00031247814,0.07979712,0.0005331279,0.01880921,0.9998756311051308,0.058888,-2,model_1/transformer/layer_6/output_layer_norm/mul_1;model_1/transformer/layer_6/output_layer_norm/add_1;model_1/transformer/layer_7/mha/mhasdp_6/query/MatMul;model_1/transformer/layer_7/mha/mhasdp_6/query/add1,15.016440000000001,0.39209283006827633
81,FULLY_CONNECTED,1326,8192.0,0.018093554,-0.001137902,0.09702429,0.00032876848,0.0149073815,0.9998728077493602,0.05036935,2,model_1/transformer/bert_embedding/layer_normalization/mul_1;model_1/transformer/bert_embedding/layer_normalization/add_1;model_1/transformer/layer_0/mha/mhasdp_6/key/MatMul;model_1/transformer/layer_0/mha/mhasdp_6/key/add1,12.84418425,0.35998030486110066
82,FULLY_CONNECTED,1330,8192.0,0.018047938,-0.00057658483,0.060856637,0.0003261512,0.01469619,0.9998725231646696,0.045274135,7,model_1/transformer/bert_embedding/layer_normalization/mul_1;model_1/transformer/bert_embedding/layer_normalization/add_1;model_1/transformer/layer_0/mha/mhasdp_6/query/MatMul;model_1/transformer/layer_0/mha/mhasdp_6/query/add1,11.544904425,0.39889567623161265
66,FULLY_CONNECTED,1266,8192.0,0.013239863,0.0005894762,0.060198795,0.0001756726,0.010839713,0.9998718986658436,0.03469301,-4,model_1/transformer/bert_embedding/layer_normalization/mul_1;model_1/transformer/bert_embedding/layer_normalization/add_1;model_1/transformer/layer_0/mha/mhasdp_4/value/MatMul;model_1/transformer/layer_0/mha/mhasdp_4/value/add1,8.846717550000001,0.3820410528173084
93,FULLY_CONNECTED,1374,8192.0,0.017401412,0.00065033586,0.05692783,0.0003032573,0.014224546,0.9998699416893104,0.046438806,-2,model_1/transformer/bert_embedding/layer_normalization/mul_1;model_1/transformer/bert_embedding/layer_normalization/add_1;model_1/transformer/layer_0/mha/mhasdp_7/query/MatMul;model_1/transformer/layer_0/mha/mhasdp_7/query/add1,11.84189553,0.3749942314747879
831,FULLY_CONNECTED,4326,8192.0,0.020320345,0.0030307483,0.07054011,0.00042221174,0.016750503,0.9998693273362284,0.05291048,7,model_1/transformer/layer_6/output_layer_norm/mul_1;model_1/transformer/layer_6/output_layer_norm/add_1;model_1/transformer/layer_7/mha/mhasdp_1/key/MatMul;model_1/transformer/layer_7/mha/mhasdp_1/key/add1,13.492172400000001,0.3883501266447086
740,RESHAPE,3962,8192.0,0.0,0.0,0.0,0.0,0.0,0.999866633015618,0.054836653,7,model_1/transformer/layer_6/mha/mhasdp_3/MatMul,13.983346515,0.0
27,FULLY_CONNECTED,1110,8192.0,0.014482603,-0.0006571667,0.050957777,0.00021028657,0.011836538,0.9998663424848604,0.03857703,5,model_1/transformer/bert_embedding/layer_normalization/mul_1;model_1/transformer/bert_embedding/layer_normalization/add_1;model_1/transformer/layer_0/mha/mhasdp_1/query/MatMul;model_1/transformer/layer_0/mha/mhasdp_1/query/add1,9.837142649999999,0.3759040283726552
875,FULLY_CONNECTED,4502,8192.0,0.021242227,-0.0018870672,0.07133844,0.00045494645,0.017424252,0.9998606353620604,0.056023113,-9,model_1/transformer/layer_6/output_layer_norm/mul_1;model_1/transformer/layer_6/output_layer_norm/add_1;model_1/transformer/layer_7/mha/mhasdp_5/key/MatMul;model_1/transformer/layer_7/mha/mhasdp_5/key/add1,14.285893815,0.3807263216416724
713,RESHAPE,3854,8192.0,0.0,0.0,0.0,0.0,0.0,0.9998579740009156,0.048055757,-5,model_1/transformer/layer_6/mha/mhasdp_0/MatMul_1,12.254218035,0.0
716,FULLY_CONNECTED,3866,8192.0,0.022230368,0.00071126805,0.0753342,0.0004948084,0.01827868,0.9998578560154318,0.061346024,3,model_1/transformer/layer_5/output_layer_norm/mul_1;model_1/transformer/layer_5/output_layer_norm/add_1;model_1/transformer/layer_6/mha/mhasdp_1/key/MatMul;model_1/transformer/layer_6/mha/mhasdp_1/key/add1,15.64323612,0.3626036001085762
897,FULLY_CONNECTED,4590,8192.0,0.022514477,0.00010285679,0.07356194,0.0005070292,0.01840163,0.999856004041375,0.058974493,-11,model_1/transformer/layer_6/output_layer_norm/mul_1;model_1/transformer/layer_6/output_layer_norm/add_1;model_1/transformer/layer_7/mha/mhasdp_7/key/MatMul;model_1/transformer/layer_7/mha/mhasdp_7/key/add1,15.038495715000002,0.3818143701180011
548,FULLY_CONNECTED,3194,8192.0,0.018155945,0.00033013185,0.06444334,0.00032989905,0.014769248,0.9998547383563648,0.04517876,0,model_1/transformer/layer_3/output_layer_norm/mul_1;model_1/transformer/layer_3/output_layer_norm/add_1;model_1/transformer/layer_4/mha/mhasdp_6/value/MatMul;model_1/transformer/layer_4/mha/mhasdp_6/value/add1,11.520583799999999,0.40202792982263613
38,FULLY_CONNECTED,1154,8192.0,0.012931831,-0.00045203365,0.047675457,0.00016745934,0.01051695,0.9998540005393136,0.03150301,-1,model_1/transformer/bert_embedding/layer_normalization/mul_1;model_1/transformer/bert_embedding/layer_normalization/add_1;model_1/transformer/layer_0/mha/mhasdp_2/query/MatMul;model_1/transformer/layer_0/mha/mhasdp_2/query/add1,8.03326755,0.4107737063017687
865,FULLY_CONNECTED,4462,8192.0,0.025547033,-0.00037816088,0.08263646,0.0006529484,0.020941691,0.9998499173548931,0.06866121,6,model_1/transformer/layer_6/output_layer_norm/mul_1;model_1/transformer/layer_6/output_layer_norm/add_1;model_1/transformer/layer_7/mha/mhasdp_4/query/MatMul;model_1/transformer/layer_7/mha/mhasdp_4/query/add1,17.50860855,0.3721585306521073
487,FULLY_CONNECTED,2950,8192.0,0.019950364,0.0019346296,0.09451832,0.00040190012,0.016183998,0.9998440059183852,0.046788804,2,model_1/transformer/layer_3/output_layer_norm/mul_1;model_1/transformer/layer_3/output_layer_norm/add_1;model_1/transformer/layer_4/mha/mhasdp_1/query/MatMul;model_1/transformer/layer_4/mha/mhasdp_1/query/add1,11.93114502,0.4284667485883698
404,FULLY_CONNECTED,2618,8192.0,0.019259587,-0.0010347543,0.1251848,0.00037214084,0.015611275,0.9998437378057604,0.047534794,-1,model_1/transformer/layer_2/output_layer_norm/mul_1;model_1/transformer/layer_2/output_layer_norm/add_1;model_1/transformer/layer_3/mha/mhasdp_4/key/MatMul;model_1/transformer/layer_3/mha/mhasdp_4/key/add1,12.121372469999999,0.4058280400539703
717,FULLY_CONNECTED,3870,8192.0,0.026614847,0.00035468632,0.09089456,0.0007086545,0.02197695,0.999842699797497,0.07596911,-6,model_1/transformer/layer_5/output_layer_norm/mul_1;model_1/transformer/layer_5/output_layer_norm/add_1;model_1/transformer/layer_6/mha/mhasdp_1/query/MatMul;model_1/transformer/layer_6/mha/mhasdp_1/query/add1,19.372123050000003,0.35041302127119967
864,FULLY_CONNECTED,4458,8192.0,0.021535702,0.00034016758,0.07323886,0.00046410173,0.017569246,0.9998419746970666,0.05572299,6,model_1/transformer/layer_6/output_layer_norm/mul_1;model_1/transformer/layer_6/output_layer_norm/add_1;model_1/transformer/layer_7/mha/mhasdp_4/key/MatMul;model_1/transformer/layer_7/mha/mhasdp_4/key/add1,14.20936245,0.38660919752273587
543,RESHAPE,3174,8192.0,0.0,0.0,0.0,0.0,0.0,0.9998375729985324,0.041250184,-12,model_1/transformer/layer_4/mha/mhasdp_6/MatMul,10.51879692,0.0
760,FULLY_CONNECTED,4042,8192.0,0.01942,0.00089480093,0.08439225,0.00037865824,0.01585394,0.9998338617674272,0.051422715,-5,model_1/transformer/layer_5/output_layer_norm/mul_1;model_1/transformer/layer_5/output_layer_norm/add_1;model_1/transformer/layer_6/mha/mhasdp_5/key/MatMul;model_1/transformer/layer_6/mha/mhasdp_5/key/add1,13.112792325000001,0.378415313899023
154,RESHAPE,1618,8192.0,0.0,0.0,0.0,0.0,0.0,0.9998329489037642,0.047072727,6,model_1/transformer/layer_1/mha/mhasdp_2/MatMul,12.003545385,0.0
854,FULLY_CONNECTED,4418,8192.0,0.022669137,0.00012094474,0.07683175,0.0005140137,0.01852283,0.9998310896900624,0.059767067,-5,model_1/transformer/layer_6/output_layer_norm/mul_1;model_1/transformer/layer_6/output_layer_norm/add_1;model_1/transformer/layer_7/mha/mhasdp_3/query/MatMul;model_1/transformer/layer_7/mha/mhasdp_3/query/add1,15.240602085,0.3793371730294814
832,FULLY_CONNECTED,4330,8192.0,0.022794269,7.7281984e-05,0.077529594,0.00051969034,0.01862149,0.9998289401570808,0.05951851,-3,model_1/transformer/layer_6/output_layer_norm/mul_1;model_1/transformer/layer_6/output_layer_norm/add_1;model_1/transformer/layer_7/mha/mhasdp_1/query/MatMul;model_1/transformer/layer_7/mha/mhasdp_1/query/add1,15.177220049999999,0.383018959080158
28,RESHAPE,1114,8192.0,0.0,0.0,0.0,0.0,0.0,0.9998261179914236,0.040648878,-1,model_1/transformer/layer_0/mha/mhasdp_1/MatMul,10.36546389,0.0
275,RESHAPE,2102,8192.0,0.0,0.0,0.0,0.0,0.0,0.9998254064126308,0.041843213,1,model_1/transformer/layer_2/mha/mhasdp_2/MatMul_1,10.670019315,0.0
59,FULLY_CONNECTED,1238,8192.0,0.014272933,-0.0007425797,0.058861885,0.00020431235,0.011554548,0.9998247541173064,0.036133766,3,model_1/transformer/bert_embedding/layer_normalization/mul_1;model_1/transformer/bert_embedding/layer_normalization/add_1;model_1/transformer/layer_0/mha/mhasdp_4/key/MatMul;model_1/transformer/layer_0/mha/mhasdp_4/key/add1,9.214110329999999,0.39557977742726447
872,RESHAPE,4490,8192.0,0.0,0.0,0.0,0.0,0.0,0.999819571700618,0.037423443,-1,model_1/transformer/layer_7/mha/mhasdp_4/MatMul_1,9.542977965,0.0
647,RESHAPE,3590,8192.0,0.0,0.0,0.0,0.0,0.0,0.9998167565714928,0.04866715,4,model_1/transformer/layer_5/mha/mhasdp_5/MatMul,12.41012325,0.0
882,FULLY_CONNECTED,4530,8192.0,0.017023109,0.0007596111,0.089543626,0.00029058478,0.013750272,0.9998159871613808,0.040423457,16,model_1/transformer/layer_6/output_layer_norm/mul_1;model_1/transformer/layer_6/output_layer_norm/add_1;model_1/transformer/layer_7/mha/mhasdp_5/value/MatMul;model_1/transformer/layer_7/mha/mhasdp_5/value/add1,10.307981535000001,0.4216993972342252
78,RESHAPE,1314,8192.0,0.0,0.0,0.0,0.0,0.0,0.9998154413645642,0.03635677,-21,model_1/transformer/layer_0/mha/mhasdp_5/MatMul_1,9.27097635,0.0
15,FULLY_CONNECTED,1062,8192.0,0.015664302,-0.0005344938,0.065444596,0.0002457122,0.0125687,0.999813630100618,0.036385026,-3,model_1/transformer/bert_embedding/layer_normalization/mul_1;model_1/transformer/bert_embedding/layer_normalization/add_1;model_1/transformer/layer_0/mha/mhasdp_0/key/MatMul;model_1/transformer/layer_0/mha/mhasdp_0/key/add1,9.27818163,0.4308148557449038
886,FULLY_CONNECTED,4546,8192.0,0.021155614,-0.0013363106,0.076398164,0.0004494603,0.017162595,0.9998087109879482,0.047326487,-4,model_1/transformer/layer_6/output_layer_norm/mul_1;model_1/transformer/layer_6/output_layer_norm/add_1;model_1/transformer/layer_7/mha/mhasdp_6/key/MatMul;model_1/transformer/layer_7/mha/mhasdp_6/key/add1,12.068254185,0.4479622324001948
820,FULLY_CONNECTED,4282,8192.0,0.02077548,0.00011368422,0.07496167,0.00043176615,0.016956704,0.9998075022510368,0.053938366,16,model_1/transformer/layer_6/output_layer_norm/mul_1;model_1/transformer/layer_6/output_layer_norm/add_1;model_1/transformer/layer_7/mha/mhasdp_0/key/MatMul;model_1/transformer/layer_7/mha/mhasdp_0/key/add1,13.75428333,0.3852356849784656
494,RESHAPE,2978,8192.0,0.0,0.0,0.0,0.0,0.0,0.9998048980264111,0.03199725,-11,model_1/transformer/layer_4/mha/mhasdp_1/MatMul_1,8.15929875,0.0
498,FULLY_CONNECTED,2994,8192.0,0.034436595,0.0011573905,0.50440377,0.0011882423,0.027726216,0.9998040069139654,0.09156126,1,model_1/transformer/layer_3/output_layer_norm/mul_1;model_1/transformer/layer_3/output_layer_norm/add_1;model_1/transformer/layer_4/mha/mhasdp_2/query/MatMul;model_1/transformer/layer_4/mha/mhasdp_2/query/add1,23.348121300000003,0.3764789892365752
519,FULLY_CONNECTED,3078,8192.0,0.022775864,1.2576147e-05,0.45686767,0.00052151235,0.017410673,0.9998017009054324,0.050155543,2,model_1/transformer/layer_3/output_layer_norm/mul_1;model_1/transformer/layer_3/output_layer_norm/add_1;model_1/transformer/layer_4/mha/mhasdp_4/key/MatMul;model_1/transformer/layer_4/mha/mhasdp_4/key/add1,12.789663464999999,0.4553164720732683
614,RESHAPE,3458,8192.0,0.0,0.0,0.0,0.0,0.0,0.9998013865013592,0.051260542,8,model_1/transformer/layer_5/mha/mhasdp_2/MatMul,13.07143821,0.0
394,FULLY_CONNECTED,2578,8192.0,0.015927471,0.0015233136,0.063245885,0.0002561315,0.01303804,0.9998005336006284,0.04136986,6,model_1/transformer/layer_2/output_layer_norm/mul_1;model_1/transformer/layer_2/output_layer_norm/add_1;model_1/transformer/layer_3/mha/mhasdp_3/query/MatMul;model_1/transformer/layer_3/mha/mhasdp_3/query/add1,10.5493143,0.3868543148905484
324,RESHAPE,2298,8192.0,0.0,0.0,0.0,0.0,0.0,0.999798865753334,0.04233151,-1,model_1/transformer/layer_2/mha/mhasdp_7/MatMul,10.79453505,0.0
34,RESHAPE,1138,8192.0,0.0,0.0,0.0,0.0,0.0,0.9997979236205998,0.029460177,-4,model_1/transformer/layer_0/mha/mhasdp_1/MatMul_1,7.512345135,0.0
300,FULLY_CONNECTED,2202,8192.0,0.016816286,0.000951785,0.06253086,0.0002837699,0.01373085,0.9997968888261884,0.043924864,-3,model_1/transformer/layer_1/output_layer_norm/mul_1;model_1/transformer/layer_1/output_layer_norm/add_1;model_1/transformer/layer_2/mha/mhasdp_5/key/MatMul;model_1/transformer/layer_2/mha/mhasdp_5/key/add1,11.200840320000001,0.3835065078740644
771,FULLY_CONNECTED,4086,8192.0,0.019097373,-0.00088865263,0.0840967,0.00036571705,0.015495278,0.9997950402184066,0.046533376,-1,model_1/transformer/layer_5/output_layer_norm/mul_1;model_1/transformer/layer_5/output_layer_norm/add_1;model_1/transformer/layer_6/mha/mhasdp_6/key/MatMul;model_1/transformer/layer_6/mha/mhasdp_6/key/add1,11.866010880000001,0.41096803342172505
592,RESHAPE,3370,8192.0,0.0,0.0,0.0,0.0,0.0,0.9997873440782752,0.046331316,4,model_1/transformer/layer_5/mha/mhasdp_0/MatMul,11.81448558,0.0
821,FULLY_CONNECTED,4286,8192.0,0.024336958,0.0013477394,0.08027159,0.0005942676,0.02006322,0.9997844164789156,0.06816502,-24,model_1/transformer/layer_6/output_layer_norm/mul_1;model_1/transformer/layer_6/output_layer_norm/add_1;model_1/transformer/layer_7/mha/mhasdp_0/query/MatMul;model_1/transformer/layer_7/mha/mhasdp_0/query/add1,17.382080100000003,0.3576263085705846
843,FULLY_CONNECTED,4374,8192.0,0.024382418,0.0019202591,0.0826904,0.0005984113,0.019934177,0.99978405366429,0.062240817,5,model_1/transformer/layer_6/output_layer_norm/mul_1;model_1/transformer/layer_6/output_layer_norm/add_1;model_1/transformer/layer_7/mha/mhasdp_2/query/MatMul;model_1/transformer/layer_7/mha/mhasdp_2/query/add1,15.871408335,0.39302901068329965
44,FULLY_CONNECTED,1178,8192.0,0.0118080545,0.0008771129,0.0424532,0.00014023323,0.009700345,0.9997826407290228,0.032616198,-2,model_1/transformer/bert_embedding/layer_normalization/mul_1;model_1/transformer/bert_embedding/layer_normalization/add_1;model_1/transformer/layer_0/mha/mhasdp_2/value/MatMul;model_1/transformer/layer_0/mha/mhasdp_2/value/add1,8.31713049,0.3630714785091021
360,FULLY_CONNECTED,2442,8192.0,0.02137241,-0.0005468181,0.0833475,0.00045732103,0.017229939,0.9997812162315912,0.045485005,1,model_1/transformer/layer_2/output_layer_norm/mul_1;model_1/transformer/layer_2/output_layer_norm/add_1;model_1/transformer/layer_3/mha/mhasdp_0/key/MatMul;model_1/transformer/layer_3/mha/mhasdp_0/key/add1,11.598676275,0.4701563863355023
724,RESHAPE,3898,8192.0,0.0,0.0,0.0,0.0,0.0,0.9997738197923944,0.035948854,-5,model_1/transformer/layer_6/mha/mhasdp_1/MatMul_1,9.16695777,0.0
