,op_name,tensor_idx,num_elements,stddev,mean_error,max_abs_error,mean_squared_error,mean_abs_error,correlation,scale,zero_point,tensor_name,range,rmse/scale
921,FULLY_CONNECTED,4686,262144.0,0.031586666,0.0008209174,0.113019444,0.0009984005,0.02607901,0.999583823823408,0.08980466,3,model_1/transformer/layer_7/attention_layer_norm/mul_1;model_1/transformer/layer_7/attention_layer_norm/add_1;model_1/transformer/layer_7/intermediate/MatMul;model_1/transformer/layer_7/intermediate/add;model_1/transformer/layer_7/intermediate/mul1,22.9001883,0.35184673228578245
920,FULLY_CONNECTED,4682,262144.0,0.018558564,0.00048208013,0.06640389,0.00034465583,0.01532257,0.9995838237863872,0.05276421,3,model_1/transformer/layer_7/attention_layer_norm/mul_1;model_1/transformer/layer_7/attention_layer_norm/add_1;model_1/transformer/layer_7/intermediate/MatMul;model_1/transformer/layer_7/intermediate/add1,13.45487355,0.35184661277555235
313,RESHAPE,2254,8192.0,0.0,0.0,0.0,0.0,0.0,0.9995803884130814,0.060770236,-3,model_1/transformer/layer_2/mha/mhasdp_6/MatMul,15.49641018,0.0
597,FULLY_CONNECTED,3390,8192.0,0.016470203,2.5071517e-05,0.10734895,0.0002717556,0.013239818,0.9995765496032838,0.0386537,1,model_1/transformer/layer_4/output_layer_norm/mul_1;model_1/transformer/layer_4/output_layer_norm/add_1;model_1/transformer/layer_5/mha/mhasdp_0/value/MatMul;model_1/transformer/layer_5/mha/mhasdp_0/value/add1,9.8566935,0.4264795187516956
537,FULLY_CONNECTED,3150,8192.0,0.014149024,0.00025153498,0.055841774,0.00020033019,0.011445305,0.9995705916831404,0.032077145,4,model_1/transformer/layer_3/output_layer_norm/mul_1;model_1/transformer/layer_3/output_layer_norm/add_1;model_1/transformer/layer_4/mha/mhasdp_5/value/MatMul;model_1/transformer/layer_4/mha/mhasdp_5/value/add1,8.179671975,0.4412426601188838
739,FULLY_CONNECTED,3958,8192.0,0.021218639,-0.0026397472,0.10926539,0.0004579122,0.017342195,0.9995667501887664,0.05442982,2,model_1/transformer/layer_5/output_layer_norm/mul_1;model_1/transformer/layer_5/output_layer_norm/add_1;model_1/transformer/layer_6/mha/mhasdp_3/query/MatMul;model_1/transformer/layer_6/mha/mhasdp_3/query/add1,13.8796041,0.3931463148036541
246,FULLY_CONNECTED,1986,8192.0,0.016571531,0.0013721342,0.10410294,0.00027685502,0.013475511,0.9995664094872404,0.04256914,3,model_1/transformer/layer_1/output_layer_norm/mul_1;model_1/transformer/layer_1/output_layer_norm/add_1;model_1/transformer/layer_2/mha/mhasdp_0/query/MatMul;model_1/transformer/layer_2/mha/mhasdp_0/query/add1,10.8551307,0.39086908744354576
323,FULLY_CONNECTED,2294,8192.0,0.018281322,-0.0013093295,0.07604458,0.0003360489,0.014883187,0.9995643166639782,0.0449482,-6,model_1/transformer/layer_1/output_layer_norm/mul_1;model_1/transformer/layer_1/output_layer_norm/add_1;model_1/transformer/layer_2/mha/mhasdp_7/query/MatMul;model_1/transformer/layer_2/mha/mhasdp_7/query/add1,11.461791,0.4078391701592056
329,FULLY_CONNECTED,2318,8192.0,0.013191867,-1.6237658e-05,0.05471199,0.00017418881,0.010694287,0.999561595191252,0.032049913,3,model_1/transformer/layer_1/output_layer_norm/mul_1;model_1/transformer/layer_1/output_layer_norm/add_1;model_1/transformer/layer_2/mha/mhasdp_7/value/MatMul;model_1/transformer/layer_2/mha/mhasdp_7/value/add1,8.172727815,0.4117970879487773
705,FULLY_CONNECTED,3822,8192.0,0.019899558,0.0014549446,0.10480856,0.00039875903,0.016117621,0.9995615088620294,0.048593793,-5,model_1/transformer/layer_5/output_layer_norm/mul_1;model_1/transformer/layer_5/output_layer_norm/add_1;model_1/transformer/layer_6/mha/mhasdp_0/key/MatMul;model_1/transformer/layer_6/mha/mhasdp_0/key/add1,12.391417215,0.4109362619624909
426,FULLY_CONNECTED,2706,8192.0,0.019337552,0.0009540604,0.08377023,0.0003749803,0.015836552,0.999561019057993,0.0518196,-1,model_1/transformer/layer_2/output_layer_norm/mul_1;model_1/transformer/layer_2/output_layer_norm/add_1;model_1/transformer/layer_3/mha/mhasdp_6/key/MatMul;model_1/transformer/layer_3/mha/mhasdp_6/key/add1,13.213998,0.37368887587985655
289,FULLY_CONNECTED,2158,8192.0,0.013688598,-0.00072188256,0.11995745,0.00018844561,0.010978291,0.9995605978573598,0.032926254,-1,model_1/transformer/layer_1/output_layer_norm/mul_1;model_1/transformer/layer_1/output_layer_norm/add_1;model_1/transformer/layer_2/mha/mhasdp_4/key/MatMul;model_1/transformer/layer_2/mha/mhasdp_4/key/add1,8.396194770000001,0.4169180407789456
196,FULLY_CONNECTED,1786,8192.0,0.017567683,-0.0003480106,0.079575025,0.00030885174,0.014275876,0.9995586405130524,0.043674033,5,model_1/transformer/layer_0/output_layer_norm/mul_1;model_1/transformer/layer_0/output_layer_norm/add_1;model_1/transformer/layer_1/mha/mhasdp_6/key/MatMul;model_1/transformer/layer_1/mha/mhasdp_6/key/add1,11.136878415,0.4023942148168029
515,FULLY_CONNECTED,3062,8192.0,0.01316561,0.0009850931,0.060501214,0.00017436854,0.010659162,0.999556499995955,0.029658303,-1,model_1/transformer/layer_3/output_layer_norm/mul_1;model_1/transformer/layer_3/output_layer_norm/add_1;model_1/transformer/layer_4/mha/mhasdp_3/value/MatMul;model_1/transformer/layer_4/mha/mhasdp_3/value/add1,7.562867265,0.445233432329181
378,FULLY_CONNECTED,2514,8192.0,0.01265316,-9.4791816e-05,0.054398775,0.0001601557,0.010221327,0.9995504958578,0.029696746,-2,model_1/transformer/layer_2/output_layer_norm/mul_1;model_1/transformer/layer_2/output_layer_norm/add_1;model_1/transformer/layer_3/mha/mhasdp_1/value/MatMul;model_1/transformer/layer_3/mha/mhasdp_1/value/add1,7.57267023,0.426149845744146
876,FULLY_CONNECTED,4506,8192.0,0.024735615,-0.00034141794,0.08446023,0.0006121125,0.020229287,0.9995467365945666,0.06536025,4,model_1/transformer/layer_6/output_layer_norm/mul_1;model_1/transformer/layer_6/output_layer_norm/add_1;model_1/transformer/layer_7/mha/mhasdp_5/query/MatMul;model_1/transformer/layer_7/mha/mhasdp_5/query/add1,16.666863749999997,0.37853140740292623
482,FULLY_CONNECTED,2930,8192.0,0.013987107,0.0006203359,0.06672123,0.00019610614,0.011224122,0.9995465025809552,0.029938744,4,model_1/transformer/layer_3/output_layer_norm/mul_1;model_1/transformer/layer_3/output_layer_norm/add_1;model_1/transformer/layer_4/mha/mhasdp_0/value/MatMul;model_1/transformer/layer_4/mha/mhasdp_0/value/add1,7.63437972,0.4677480859326519
828,RESHAPE,4314,8192.0,0.0,0.0,0.0,0.0,0.0,0.9995421259661385,0.032710385,-6,model_1/transformer/layer_7/mha/mhasdp_0/MatMul_1,8.341148175,0.0
416,FULLY_CONNECTED,2666,8192.0,0.01646207,0.00041796954,0.072183,0.00027127707,0.013353602,0.9995280464136752,0.041247375,3,model_1/transformer/layer_2/output_layer_norm/mul_1;model_1/transformer/layer_2/output_layer_norm/add_1;model_1/transformer/layer_3/mha/mhasdp_5/query/MatMul;model_1/transformer/layer_3/mha/mhasdp_5/query/add1,10.518080625000001,0.399310038159192
384,RESHAPE,2538,8192.0,0.0,0.0,0.0,0.0,0.0,0.9995211119867234,0.045743328,4,model_1/transformer/layer_3/mha/mhasdp_2/MatMul,11.66454864,0.0
679,FULLY_CONNECTED,3718,65536.0,0.011352059,0.00017550388,0.074609205,0.00012901142,0.0092886165,0.999520954122456,0.031211697,4,model_1/transformer/layer_5/mha/mhaattention_output/MatMul;model_1/transformer/layer_5/mha/mhaattention_output/add,7.958982735,0.36391226718438524
783,FULLY_CONNECTED,4134,8192.0,0.023030886,-0.00010324069,0.095402755,0.0005307694,0.018717645,0.9995183262884983,0.058305763,-7,model_1/transformer/layer_5/output_layer_norm/mul_1;model_1/transformer/layer_5/output_layer_norm/add_1;model_1/transformer/layer_6/mha/mhasdp_7/query/MatMul;model_1/transformer/layer_6/mha/mhasdp_7/query/add1,14.867969565,0.3951313201482663
214,FULLY_CONNECTED,1858,8192.0,0.011833549,0.00019826685,0.06253993,0.00014019237,0.009609162,0.9995128211154336,0.030386453,-1,model_1/transformer/layer_0/output_layer_norm/mul_1;model_1/transformer/layer_0/output_layer_norm/add_1;model_1/transformer/layer_1/mha/mhasdp_7/value/MatMul;model_1/transformer/layer_1/mha/mhasdp_7/value/add1,7.748545515,0.3896567293266726
706,FULLY_CONNECTED,3826,8192.0,0.020699477,-1.0660794e-05,0.117979385,0.0004289315,0.016762864,0.9995125795860188,0.052284144,-1,model_1/transformer/layer_5/output_layer_norm/mul_1;model_1/transformer/layer_5/output_layer_norm/add_1;model_1/transformer/layer_6/mha/mhasdp_0/query/MatMul;model_1/transformer/layer_6/mha/mhasdp_0/query/add1,13.33245672,0.3961174444323133
653,RESHAPE,3614,8192.0,0.0,0.0,0.0,0.0,0.0,0.9995111585846592,0.037389994,1,model_1/transformer/layer_5/mha/mhasdp_5/MatMul_1,9.534448470000001,0.0
847,ADD,4390,16384.0,0.0,0.0,0.0,0.0,0.0,0.9995100377050492,0.13498993,-25,model_1/transformer/layer_7/mha/mhasdp_2/add,34.42243215,0.0
846,MUL,4386,16384.0,0.0,0.0,0.0,0.0,0.0,0.9995100377050492,0.13498993,-25,model_1/transformer/layer_7/mha/mhasdp_2/truediv;model_1/transformer/layer_0/mha/mhasdp_0/Sqrt,34.42243215,0.0
104,FULLY_CONNECTED,1418,65536.0,0.01511931,-6.4993415e-05,0.06718456,0.00022884918,0.012231102,0.9995070863387208,0.035950627,-13,model_1/transformer/layer_0/mha/mhaattention_output/MatMul;model_1/transformer/layer_0/mha/mhaattention_output/add,9.167409885,0.42079271375691546
433,FULLY_CONNECTED,2734,8192.0,0.014542114,0.0021123216,0.07943007,0.00021609057,0.011745386,0.9995045598676996,0.031103237,2,model_1/transformer/layer_2/output_layer_norm/mul_1;model_1/transformer/layer_2/output_layer_norm/add_1;model_1/transformer/layer_3/mha/mhasdp_6/value/MatMul;model_1/transformer/layer_3/mha/mhasdp_6/value/add1,7.931325435,0.4726202416726696
311,FULLY_CONNECTED,2246,8192.0,0.022576561,0.00012935293,0.117602155,0.0005100175,0.01843316,0.9995041592959796,0.060770236,-3,model_1/transformer/layer_1/output_layer_norm/mul_1;model_1/transformer/layer_1/output_layer_norm/add_1;model_1/transformer/layer_2/mha/mhasdp_6/key/MatMul;model_1/transformer/layer_2/mha/mhasdp_6/key/add1,15.49641018,0.3716221709993218
729,RESHAPE,3918,8192.0,0.0,0.0,0.0,0.0,0.0,0.9995026010153378,0.04780144,-6,model_1/transformer/layer_6/mha/mhasdp_2/MatMul,12.1893672,0.0
751,RESHAPE,4006,8192.0,0.0,0.0,0.0,0.0,0.0,0.9994946591491568,0.052062932,7,model_1/transformer/layer_6/mha/mhasdp_4/MatMul,13.27604766,0.0
247,RESHAPE,1990,8192.0,0.0,0.0,0.0,0.0,0.0,0.9994909458356896,0.039160572,7,model_1/transformer/layer_2/mha/mhasdp_0/MatMul,9.98594586,0.0
674,FULLY_CONNECTED,3698,8192.0,0.021043286,0.00035170384,0.11755031,0.00044345178,0.016940594,0.9994894745119992,0.048656538,-1,model_1/transformer/layer_4/output_layer_norm/mul_1;model_1/transformer/layer_4/output_layer_norm/add_1;model_1/transformer/layer_5/mha/mhasdp_7/value/MatMul;model_1/transformer/layer_5/mha/mhasdp_7/value/add1,12.40741719,0.43279476239680714
860,FULLY_CONNECTED,4442,8192.0,0.019739553,-0.0009852261,0.12481522,0.000391834,0.0158325,0.999489151860078,0.04294276,-4,model_1/transformer/layer_6/output_layer_norm/mul_1;model_1/transformer/layer_6/output_layer_norm/add_1;model_1/transformer/layer_7/mha/mhasdp_3/value/MatMul;model_1/transformer/layer_7/mha/mhasdp_3/value/add1,10.9504038,0.4609577329510129
728,FULLY_CONNECTED,3914,8192.0,0.023176728,-0.0017445084,0.12328716,0.0005408158,0.018806413,0.9994700672231346,0.05727752,-4,model_1/transformer/layer_5/output_layer_norm/mul_1;model_1/transformer/layer_5/output_layer_norm/add_1;model_1/transformer/layer_6/mha/mhasdp_2/query/MatMul;model_1/transformer/layer_6/mha/mhasdp_2/query/add1,14.6057676,0.4060135053655249
784,RESHAPE,4138,8192.0,0.0,0.0,0.0,0.0,0.0,0.999452158180554,0.047601398,-4,model_1/transformer/layer_6/mha/mhasdp_7/MatMul,12.138356490000001,0.0
746,RESHAPE,3986,8192.0,0.0,0.0,0.0,0.0,0.0,0.9994513956961714,0.043044414,14,model_1/transformer/layer_6/mha/mhasdp_3/MatMul_1,10.97632557,0.0
423,RESHAPE,2694,8192.0,0.0,0.0,0.0,0.0,0.0,0.9994504235746142,0.03478208,11,model_1/transformer/layer_3/mha/mhasdp_5/MatMul_1,8.8694304,0.0
761,FULLY_CONNECTED,4046,8192.0,0.01925572,0.0004933792,0.13875669,0.00037360436,0.015515376,0.9994475351177792,0.049457885,2,model_1/transformer/layer_5/output_layer_norm/mul_1;model_1/transformer/layer_5/output_layer_norm/add_1;model_1/transformer/layer_6/mha/mhasdp_5/query/MatMul;model_1/transformer/layer_6/mha/mhasdp_5/query/add1,12.611760675,0.39081428311129524
382,FULLY_CONNECTED,2530,8192.0,0.018059485,0.0010727107,0.09365821,0.00032745168,0.0146933105,0.9994394662065044,0.045743328,4,model_1/transformer/layer_2/output_layer_norm/mul_1;model_1/transformer/layer_2/output_layer_norm/add_1;model_1/transformer/layer_3/mha/mhasdp_2/key/MatMul;model_1/transformer/layer_3/mha/mhasdp_2/key/add1,11.66454864,0.3955904999048154
789,FULLY_CONNECTED,4158,8192.0,0.021962456,-0.0012626754,0.11435155,0.00048430788,0.017618973,0.9994302430841082,0.045234155,-1,model_1/transformer/layer_5/output_layer_norm/mul_1;model_1/transformer/layer_5/output_layer_norm/add_1;model_1/transformer/layer_6/mha/mhasdp_7/value/MatMul;model_1/transformer/layer_6/mha/mhasdp_7/value/add1,11.534709525,0.4865128167048173
252,FULLY_CONNECTED,2010,8192.0,0.01325598,0.0007106361,0.055437002,0.00017630566,0.010808983,0.9994279193812088,0.034144495,-7,model_1/transformer/layer_1/output_layer_norm/mul_1;model_1/transformer/layer_1/output_layer_norm/add_1;model_1/transformer/layer_2/mha/mhasdp_0/value/MatMul;model_1/transformer/layer_2/mha/mhasdp_0/value/add1,8.706846225,0.38887715746714957
286,RESHAPE,2146,8192.0,0.0,0.0,0.0,0.0,0.0,0.9994251124415828,0.030008653,-4,model_1/transformer/layer_2/mha/mhasdp_3/MatMul_1,7.652206515,0.0
504,FULLY_CONNECTED,3018,8192.0,0.011281259,-0.0011660452,0.059833728,0.00012877358,0.009142678,0.9994245810553672,0.024117181,-2,model_1/transformer/layer_3/output_layer_norm/mul_1;model_1/transformer/layer_3/output_layer_norm/add_1;model_1/transformer/layer_4/mha/mhasdp_2/value/MatMul;model_1/transformer/layer_4/mha/mhasdp_2/value/add1,6.149881155,0.470529483909695
936,FULLY_CONNECTED,4746,512.0,0.041553527,-0.00023014577,0.0937495,0.0017310604,0.03555121,0.9994194614214446,0.13830881,1,model_1/transformer/transformerpooler_transform/MatMul;model_1/transformer/transformerpooler_transform/add,35.26874655,0.300819694626573
937,FULLY_CONNECTED,4750,512.0,0.0707241,-0.00039171922,0.1595617,0.005014543,0.060508154,0.9994194613788148,0.23540159,1,model_1/transformer/transformerpooler_transform/MatMul;model_1/transformer/transformerpooler_transform/add;model_1/transformer/mul_1,60.027405449999996,0.30081970979999406
827,FULLY_CONNECTED,4310,8192.0,0.015131915,0.00061869534,0.08297821,0.00022958433,0.012167424,0.9994052136441108,0.032710385,-6,model_1/transformer/layer_6/output_layer_norm/mul_1;model_1/transformer/layer_6/output_layer_norm/add_1;model_1/transformer/layer_7/mha/mhasdp_0/value/MatMul;model_1/transformer/layer_7/mha/mhasdp_0/value/add1,8.341148175,0.4632180408959226
727,FULLY_CONNECTED,3910,8192.0,0.019548116,-4.3502354e-05,0.13378216,0.00038268082,0.01575093,0.9994041089920208,0.04780144,-6,model_1/transformer/layer_5/output_layer_norm/mul_1;model_1/transformer/layer_5/output_layer_norm/add_1;model_1/transformer/layer_6/mha/mhasdp_2/key/MatMul;model_1/transformer/layer_6/mha/mhasdp_2/key/add1,12.1893672,0.40923933302111604
412,RESHAPE,2650,8192.0,0.0,0.0,0.0,0.0,0.0,0.9994017120099592,0.036487743,3,model_1/transformer/layer_3/mha/mhasdp_4/MatMul_1,9.304374465,0.0
159,FULLY_CONNECTED,1638,8192.0,0.013843204,0.0013796896,0.066892914,0.00019386601,0.011262728,0.9993907361316032,0.03436215,-3,model_1/transformer/layer_0/output_layer_norm/mul_1;model_1/transformer/layer_0/output_layer_norm/add_1;model_1/transformer/layer_1/mha/mhasdp_2/value/MatMul;model_1/transformer/layer_1/mha/mhasdp_2/value/add1,8.76234825,0.40520099835689893
749,FULLY_CONNECTED,3998,8192.0,0.02125068,0.00111029,0.11317778,0.00045328817,0.01721899,0.9993824561047412,0.052062932,7,model_1/transformer/layer_5/output_layer_norm/mul_1;model_1/transformer/layer_5/output_layer_norm/add_1;model_1/transformer/layer_6/mha/mhasdp_4/key/MatMul;model_1/transformer/layer_6/mha/mhasdp_4/key/add1,13.27604766,0.40893903711307467
245,FULLY_CONNECTED,1982,8192.0,0.016131606,0.0012713299,0.09200428,0.0002620681,0.013064036,0.9993792003363988,0.039160572,7,model_1/transformer/layer_1/output_layer_norm/mul_1;model_1/transformer/layer_1/output_layer_norm/add_1;model_1/transformer/layer_2/mha/mhasdp_0/key/MatMul;model_1/transformer/layer_2/mha/mhasdp_0/key/add1,9.98594586,0.4133881786912295
669,RESHAPE,3678,8192.0,0.0,0.0,0.0,0.0,0.0,0.99937887909849,0.059311543,-5,model_1/transformer/layer_5/mha/mhasdp_7/MatMul,15.124443465,0.0
171,RESHAPE,1686,8192.0,0.0,0.0,0.0,0.0,0.0,0.9993769671539644,0.03132577,-3,model_1/transformer/layer_1/mha/mhasdp_3/MatMul_1,7.988071350000001,0.0
652,FULLY_CONNECTED,3610,8192.0,0.018095382,-0.0018014234,0.21168673,0.00033121053,0.014461687,0.9993641209976348,0.037389994,1,model_1/transformer/layer_4/output_layer_norm/mul_1;model_1/transformer/layer_4/output_layer_norm/add_1;model_1/transformer/layer_5/mha/mhasdp_5/value/MatMul;model_1/transformer/layer_5/mha/mhasdp_5/value/add1,9.534448470000001,0.486739590453183
164,FULLY_CONNECTED,1658,8192.0,0.01386242,-0.0017955457,0.064756915,0.00019564107,0.011350599,0.9993608342267088,0.03550364,-7,model_1/transformer/layer_0/output_layer_norm/mul_1;model_1/transformer/layer_0/output_layer_norm/add_1;model_1/transformer/layer_1/mha/mhasdp_3/query/MatMul;model_1/transformer/layer_1/mha/mhasdp_3/query/add1,9.0534282,0.39396453989791685
422,FULLY_CONNECTED,2690,8192.0,0.013341177,-0.0006317225,0.08275713,0.00017869538,0.010827968,0.9993477541733362,0.03478208,11,model_1/transformer/layer_2/output_layer_norm/mul_1;model_1/transformer/layer_2/output_layer_norm/add_1;model_1/transformer/layer_3/mha/mhasdp_5/value/MatMul;model_1/transformer/layer_3/mha/mhasdp_5/value/add1,8.8694304,0.3843271917283356
527,RESHAPE,3110,8192.0,0.0,0.0,0.0,0.0,0.0,0.9993285670204156,0.032698963,4,model_1/transformer/layer_4/mha/mhasdp_4/MatMul_1,8.338235565,0.0
764,MUL,4058,16384.0,0.0,0.0,0.0,0.0,0.0,0.9993147458689698,0.10576683,10,model_1/transformer/layer_6/mha/mhasdp_5/truediv;model_1/transformer/layer_0/mha/mhasdp_0/Sqrt,26.97054165,0.0
765,ADD,4062,16384.0,0.0,0.0,0.0,0.0,0.0,0.9993147458689698,0.10576683,10,model_1/transformer/layer_6/mha/mhasdp_5/add,26.97054165,0.0
401,RESHAPE,2606,8192.0,0.0,0.0,0.0,0.0,0.0,0.9993107401190248,0.040633287,2,model_1/transformer/layer_3/mha/mhasdp_3/MatMul_1,10.361488184999999,0.0
782,FULLY_CONNECTED,4130,8192.0,0.021114921,4.416566e-05,0.13497399,0.00044664345,0.016976215,0.9993027506577512,0.047601398,-4,model_1/transformer/layer_5/output_layer_norm/mul_1;model_1/transformer/layer_5/output_layer_norm/add_1;model_1/transformer/layer_6/mha/mhasdp_7/key/MatMul;model_1/transformer/layer_6/mha/mhasdp_7/key/add1,12.138356490000001,0.4439773115816118
564,FULLY_CONNECTED,3258,65536.0,0.013384816,-0.0004962371,0.09618988,0.00017951214,0.01065006,0.999297056145922,0.024817426,8,model_1/transformer/layer_4/mha/mhaattention_output/MatMul;model_1/transformer/layer_4/mha/mhaattention_output/add,6.32844363,0.5398712203308372
745,FULLY_CONNECTED,3982,8192.0,0.02148373,-0.0013037547,0.2928727,0.00046528957,0.016947908,0.9992942071330224,0.043044414,14,model_1/transformer/layer_5/output_layer_norm/mul_1;model_1/transformer/layer_5/output_layer_norm/add_1;model_1/transformer/layer_6/mha/mhasdp_3/value/MatMul;model_1/transformer/layer_6/mha/mhasdp_3/value/add1,10.97632557,0.5011236034362836
735,RESHAPE,3942,8192.0,0.0,0.0,0.0,0.0,0.0,0.9992839156809176,0.034848552,4,model_1/transformer/layer_6/mha/mhasdp_2/MatMul_1,8.88638076,0.0
532,RESHAPE,3130,8192.0,0.0,0.0,0.0,0.0,0.0,0.999269034630357,0.052119628,1,model_1/transformer/layer_4/mha/mhasdp_5/MatMul,13.29050514,0.0
308,RESHAPE,2234,8192.0,0.0,0.0,0.0,0.0,0.0,0.999266778761511,0.02928762,-3,model_1/transformer/layer_2/mha/mhasdp_5/MatMul_1,7.4683431,0.0
411,FULLY_CONNECTED,2646,8192.0,0.015316291,0.0021578735,0.08154417,0.00023949918,0.012496332,0.9992646086447804,0.036487743,3,model_1/transformer/layer_2/output_layer_norm/mul_1;model_1/transformer/layer_2/output_layer_norm/add_1;model_1/transformer/layer_3/mha/mhasdp_4/value/MatMul;model_1/transformer/layer_3/mha/mhasdp_4/value/add1,9.304374465,0.4241358816718815
667,FULLY_CONNECTED,3670,8192.0,0.022984982,-0.0014173767,0.15011114,0.0005309072,0.018659236,0.9992642385953084,0.059311543,-5,model_1/transformer/layer_4/output_layer_norm/mul_1;model_1/transformer/layer_4/output_layer_norm/add_1;model_1/transformer/layer_5/mha/mhasdp_7/key/MatMul;model_1/transformer/layer_5/mha/mhasdp_7/key/add1,15.124443465,0.3884812702838013
285,FULLY_CONNECTED,2142,8192.0,0.012308453,0.0009348316,0.058553766,0.0001524482,0.009999518,0.9992610757558944,0.030008653,-4,model_1/transformer/layer_1/output_layer_norm/mul_1;model_1/transformer/layer_1/output_layer_norm/add_1;model_1/transformer/layer_2/mha/mhasdp_3/value/MatMul;model_1/transformer/layer_2/mha/mhasdp_3/value/add1,7.652206515,0.41144770931246744
182,RESHAPE,1730,8192.0,0.0,0.0,0.0,0.0,0.0,0.9992606067522544,0.030905332,-11,model_1/transformer/layer_1/mha/mhasdp_4/MatMul_1,7.8808596600000005,0.0
417,RESHAPE,2670,8192.0,0.0,0.0,0.0,0.0,0.0,0.9992571440449252,0.044591904,-6,model_1/transformer/layer_3/mha/mhasdp_5/MatMul,11.37093552,0.0
170,FULLY_CONNECTED,1682,8192.0,0.012501551,0.00018286599,0.07036438,0.0001564353,0.010127595,0.9992501334926795,0.03132577,-3,model_1/transformer/layer_0/output_layer_norm/mul_1;model_1/transformer/layer_0/output_layer_norm/add_1;model_1/transformer/layer_1/mha/mhasdp_3/value/MatMul;model_1/transformer/layer_1/mha/mhasdp_3/value/add1,7.988071350000001,0.3992690300603085
319,RESHAPE,2278,8192.0,0.0,0.0,0.0,0.0,0.0,0.9992186976645816,0.027970986,8,model_1/transformer/layer_2/mha/mhasdp_6/MatMul_1,7.13260143,0.0
449,FULLY_CONNECTED,2798,65536.0,0.01918567,3.4497323e-05,0.11435298,0.00036935232,0.0153054865,0.9992072367411444,0.031755716,2,model_1/transformer/layer_3/mha/mhaattention_output/MatMul;model_1/transformer/layer_3/mha/mhaattention_output/add,8.097707580000002,0.6051994244955644
264,RESHAPE,2058,8192.0,0.0,0.0,0.0,0.0,0.0,0.9992012485974964,0.030640857,-6,model_1/transformer/layer_2/mha/mhasdp_1/MatMul_1,7.813418535,0.0
794,FULLY_CONNECTED,4178,65536.0,0.012275897,-1.5040931e-06,0.47451562,0.0001520365,0.009592817,0.9991920854402764,0.031044234,13,model_1/transformer/layer_6/mha/mhaattention_output/MatMul;model_1/transformer/layer_6/mha/mhaattention_output/add,7.91627967,0.3971851322713106
631,RESHAPE,3526,8192.0,0.0,0.0,0.0,0.0,0.0,0.9991907232962428,0.035474937,2,model_1/transformer/layer_5/mha/mhasdp_3/MatMul_1,9.046108935,0.0
530,FULLY_CONNECTED,3122,8192.0,0.019737037,0.0006491983,0.15313767,0.00039065405,0.016009152,0.9991837785411556,0.052119628,1,model_1/transformer/layer_3/output_layer_norm/mul_1;model_1/transformer/layer_3/output_layer_norm/add_1;model_1/transformer/layer_4/mha/mhasdp_5/key/MatMul;model_1/transformer/layer_4/mha/mhasdp_5/key/add1,13.29050514,0.37922316474932616
526,FULLY_CONNECTED,3106,8192.0,0.014390941,0.00023648067,0.0758514,0.00020730477,0.0115598915,0.9991809627059862,0.032698963,4,model_1/transformer/layer_3/output_layer_norm/mul_1;model_1/transformer/layer_3/output_layer_norm/add_1;model_1/transformer/layer_4/mha/mhasdp_4/value/MatMul;model_1/transformer/layer_4/mha/mhasdp_4/value/add1,8.338235565,0.4403222867940807
400,FULLY_CONNECTED,2602,8192.0,0.019165274,-0.00043772228,0.36877832,0.00037380145,0.014025385,0.9991800378814408,0.040633287,2,model_1/transformer/layer_2/output_layer_norm/mul_1;model_1/transformer/layer_2/output_layer_norm/add_1;model_1/transformer/layer_3/mha/mhasdp_3/value/MatMul;model_1/transformer/layer_3/mha/mhasdp_3/value/add1,10.361488184999999,0.475815445013939
415,FULLY_CONNECTED,2662,8192.0,0.018285979,0.0006124235,0.2397155,0.00033520313,0.014523896,0.9991670809959936,0.044591904,-6,model_1/transformer/layer_2/output_layer_norm/mul_1;model_1/transformer/layer_2/output_layer_norm/add_1;model_1/transformer/layer_3/mha/mhasdp_5/key/MatMul;model_1/transformer/layer_3/mha/mhasdp_5/key/add1,11.37093552,0.4105802135186993
609,RESHAPE,3438,8192.0,0.0,0.0,0.0,0.0,0.0,0.9991495613665172,0.034161936,-4,model_1/transformer/layer_5/mha/mhasdp_1/MatMul_1,8.711293679999999,0.0
620,RESHAPE,3482,8192.0,0.0,0.0,0.0,0.0,0.0,0.9991486210434668,0.03728059,7,model_1/transformer/layer_5/mha/mhasdp_2/MatMul_1,9.50655045,0.0
181,FULLY_CONNECTED,1726,8192.0,0.010772291,1.5047455e-05,0.05170618,0.00011609783,0.00888392,0.9991432359951196,0.030905332,-11,model_1/transformer/layer_0/output_layer_norm/mul_1;model_1/transformer/layer_0/output_layer_norm/add_1;model_1/transformer/layer_1/mha/mhasdp_4/value/MatMul;model_1/transformer/layer_1/mha/mhasdp_4/value/add1,7.8808596600000005,0.34864114389204853
734,FULLY_CONNECTED,3938,8192.0,0.016571857,2.4574225e-05,0.13936062,0.00027517352,0.0132235885,0.9991266399956724,0.034848552,4,model_1/transformer/layer_5/output_layer_norm/mul_1;model_1/transformer/layer_5/output_layer_norm/add_1;model_1/transformer/layer_6/mha/mhasdp_2/value/MatMul;model_1/transformer/layer_6/mha/mhasdp_2/value/add1,8.88638076,0.4760127465724199
894,RESHAPE,4578,8192.0,0.0,0.0,0.0,0.0,0.0,0.9991183182741128,0.038834993,4,model_1/transformer/layer_7/mha/mhasdp_6/MatMul_1,9.902923215,0.0
